HR, SC, WF, BT, STATE, ACT
98,0,-93,-29,passive,eat
98,0,-93,-19,passive,eat
98,0,-93,-19,passive,eat
97,0,-93,-19,passive,eat
97,0,-93,-34,passive,eat
96,0,-93,-34,passive,eat
94,0,-93,-34,passive,eat
89,0,-93,-33,passive,eat
87,0,-93,-33,passive,eat
87,0,-93,-33,passive,eat
86,0,-93,-33,passive,eat
88,0,-93,-27,passive,eat
88,0,-93,-27,passive,eat
88,0,-93,-27,passive,eat
88,0,-93,-24,passive,eat
88,0,-93,-24,passive,eat
89,0,-93,-24,passive,eat
89,0,-93,-31,passive,eat
89,0,-93,-31,passive,eat
89,0,-93,-31,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
90,0,-93,-35,passive,eat
91,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
91,0,-93,-35,passive,eat
91,0,-93,-35,passive,eat
90,0,-93,-34,passive,eat
90,0,-93,-34,passive,eat
90,0,-93,-34,passive,eat
90,0,-93,-35,passive,eat
90,0,-93,-35,passive,eat
90,0,-93,-35,passive,eat
90,0,-93,-32,passive,eat
90,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
90,0,-93,-36,passive,eat
90,0,-93,-36,passive,eat
90,0,-93,-36,passive,eat
91,0,-93,-39,passive,eat
91,0,-93,-39,passive,eat
91,0,-93,-39,passive,eat
91,0,-93,-34,passive,eat
92,0,-93,-34,passive,eat
93,0,-93,-34,passive,eat
93,0,-93,-27,passive,eat
93,0,-93,-27,passive,eat
93,0,-93,-27,passive,eat
93,0,-93,-32,passive,eat
93,0,-93,-32,passive,eat
93,0,-93,-32,passive,eat
93,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
91,0,-93,-35,passive,eat
89,0,-93,-31,passive,eat
89,0,-93,-31,passive,eat
89,0,-93,-31,passive,eat
89,0,-93,-25,passive,eat
88,0,-93,-25,passive,eat
88,0,-93,-25,passive,eat
88,0,-93,-25,passive,eat
86,0,-93,-34,passive,eat
86,0,-93,-34,passive,eat
86,0,-93,-34,passive,eat
86,0,-93,-35,passive,eat
85,0,-93,-35,passive,eat
85,0,-93,-35,passive,eat
84,0,-93,-32,passive,eat
85,0,-93,-32,passive,eat
85,0,-93,-32,passive,eat
86,0,-93,-25,passive,eat
86,0,-93,-25,passive,eat
86,0,-93,-25,passive,eat
86,0,-93,-34,passive,eat
85,0,-93,-34,passive,eat
85,0,-93,-34,passive,eat
85,0,-93,-34,passive,eat
85,0,-93,-34,passive,eat
85,0,-93,-34,passive,eat
85,0,-93,-36,passive,eat
88,0,-93,-36,passive,eat
89,0,-93,-36,passive,eat
89,0,-93,-35,passive,eat
90,0,-93,-35,passive,eat
90,0,-93,-35,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
88,0,-93,-32,passive,eat
85,0,-93,-32,passive,eat
84,0,-93,-32,passive,eat
84,0,-93,-32,passive,eat
84,0,-93,-37,passive,eat
84,0,-93,-37,passive,eat
85,0,-93,-37,passive,eat
87,0,-93,-27,passive,eat
87,0,-93,-27,passive,eat
89,0,-93,-27,passive,eat
90,0,-93,-32,passive,eat
90,0,-93,-32,passive,eat
90,0,-93,-32,passive,eat
91,0,-93,-38,passive,eat
92,0,-93,-38,passive,eat
93,0,-93,-38,passive,eat
93,0,-93,-26,passive,eat
93,0,-93,-26,passive,eat
93,0,-93,-26,passive,eat
91,0,-93,-29,passive,eat
89,0,-93,-29,passive,eat
89,0,-93,-29,passive,eat
89,0,-93,-29,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-30,passive,eat
90,0,-93,-30,passive,eat
90,0,-93,-30,passive,eat
90,0,-93,-17,passive,eat
91,0,-93,-17,passive,eat
92,0,-93,-17,passive,eat
95,0,-93,-28,passive,eat
96,0,-93,-28,passive,eat
96,0,-93,-28,passive,eat
96,0,-93,-34,passive,eat
96,0,-93,-34,passive,eat
96,0,-93,-34,passive,eat
96,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
95,0,-93,-33,passive,eat
95,0,-93,-34,passive,eat
95,0,-93,-34,passive,eat
95,0,-93,-34,passive,eat
96,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
97,0,-93,-33,passive,eat
97,0,-93,-35,passive,eat
97,0,-93,-35,passive,eat
96,0,-93,-35,passive,eat
95,0,-93,-28,passive,eat
95,0,-93,-28,passive,eat
94,0,-93,-28,passive,eat
94,0,-93,-24,passive,eat
94,0,-93,-24,passive,eat
94,0,-93,-24,passive,eat
93,0,-93,-31,passive,eat
92,0,-93,-31,passive,eat
92,0,-93,-31,passive,eat
92,0,-93,-28,passive,eat
92,0,-93,-28,passive,eat
92,0,-93,-28,passive,eat
92,0,-93,-33,passive,eat
92,0,-93,-33,passive,eat
92,0,-93,-33,passive,eat
93,0,-93,-26,passive,eat
93,0,-93,-26,passive,eat
94,0,-93,-26,passive,eat
94,0,-93,-31,passive,eat
94,0,-93,-31,passive,eat
94,0,-93,-31,passive,eat
94,0,-93,-29,passive,eat
95,0,-93,-29,passive,eat
95,0,-93,-29,passive,eat
95,0,-93,-29,passive,eat
95,0,-93,-30,passive,eat
95,0,-93,-30,passive,eat
95,0,-93,-30,passive,eat
96,0,-93,-14,passive,eat
96,0,-93,-14,passive,eat
95,0,-93,-14,passive,eat
95,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
95,0,-93,-33,passive,eat
95,0,-93,-33,passive,eat
96,0,-93,-49,passive,eat
96,0,-93,-49,passive,eat
95,0,-93,-49,passive,eat
95,0,-93,-36,passive,eat
95,0,-93,-36,passive,eat
94,0,-93,-36,passive,eat
95,0,-93,-33,passive,eat
95,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
96,0,-93,-34,passive,eat
96,0,-93,-34,passive,eat
96,0,-93,-34,passive,eat
97,0,-93,-29,passive,eat
97,0,-93,-29,passive,eat
97,0,-93,-29,passive,eat
97,0,-93,-34,passive,eat
97,0,-93,-34,passive,eat
97,0,-93,-34,passive,eat
97,0,-93,-34,passive,eat
99,0,-93,-34,passive,eat
98,0,-93,-34,passive,eat
98,0,-93,-34,passive,eat
98,0,-93,-34,passive,eat
98,0,-93,-34,passive,eat
98,0,-93,-15,passive,eat
98,0,-93,-15,passive,eat
98,0,-93,-15,passive,eat
98,0,-93,-31,passive,eat
98,0,-93,-31,passive,eat
99,0,-93,-31,passive,eat
99,0,-93,-34,passive,eat
100,0,-93,-34,passive,eat
99,0,-93,-34,passive,eat
99,0,-93,-34,passive,eat
99,0,-93,-33,passive,eat
99,0,-93,-33,passive,eat
98,0,-93,-33,passive,eat
96,0,-93,-26,passive,eat
96,0,-93,-26,passive,eat
96,0,-93,-26,passive,eat
96,0,-93,-34,passive,eat
96,0,-93,-34,passive,eat
95,0,-93,-34,passive,eat
95,0,-93,-34,passive,eat
93,0,-93,-34,passive,eat
93,0,-93,-34,passive,eat
92,0,-93,-33,passive,eat
91,0,-93,-33,passive,eat
91,0,-93,-33,passive,eat
91,0,-93,-25,passive,eat
93,0,-93,-25,passive,eat
93,0,-93,-25,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-32,passive,eat
93,0,-93,-32,passive,eat
93,0,-93,-32,passive,eat
94,0,-93,-29,passive,eat
97,0,-93,-29,passive,eat
97,0,-93,-29,passive,eat
97,0,-93,-38,passive,eat
98,0,-93,-38,passive,eat
98,0,-93,-38,passive,eat
98,0,-93,-33,passive,eat
98,0,-93,-33,passive,eat
97,0,-93,-33,passive,eat
96,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-35,passive,eat
92,0,-93,-20,passive,eat
92,0,-93,-20,passive,eat
92,0,-93,-20,passive,eat
91,0,-93,-37,passive,eat
91,0,-93,-37,passive,eat
91,0,-93,-37,passive,eat
90,0,-93,-33,passive,eat
90,0,-93,-33,passive,eat
90,0,-93,-33,passive,eat
90,0,-93,-27,passive,eat
91,0,-93,-27,passive,eat
92,0,-93,-27,passive,eat
92,0,-93,-27,passive,eat
94,0,-93,-17,passive,eat
94,0,-93,-17,passive,eat
95,0,-93,-17,passive,eat
96,0,-93,-32,passive,eat
96,0,-93,-32,passive,eat
96,0,-93,-32,passive,eat
95,0,-93,-32,passive,eat
94,0,-93,-32,passive,eat
93,0,-93,-32,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-34,passive,eat
93,0,-93,-34,passive,eat
93,0,-93,-34,passive,eat
94,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
95,0,-93,-33,passive,eat
94,0,-93,-33,passive,eat
93,0,-93,-33,passive,eat
93,0,-93,-33,passive,eat
92,0,-93,-33,passive,eat
92,0,-93,-31,passive,eat
90,0,-93,-31,passive,eat
87,0,-93,-31,passive,eat
87,0,-93,-33,passive,eat
85,0,-93,-33,passive,eat
84,0,-93,-33,passive,eat
84,0,-93,-34,passive,eat
84,0,-93,-34,passive,eat
84,0,-93,-34,passive,eat
84,0,-93,-21,passive,eat
84,0,-93,-21,passive,eat
84,0,-93,-21,passive,eat
84,0,-93,-29,passive,eat
84,0,-93,-29,passive,eat
86,0,-93,-29,passive,eat
86,0,-93,-33,passive,eat
86,0,-93,-33,passive,eat
85,0,-93,-33,passive,eat
86,0,-93,-33,passive,eat
86,0,-93,-33,passive,eat
86,0,-93,-33,passive,eat
88,0,-93,-25,passive,eat
88,0,-93,-25,passive,eat
88,0,-93,-25,passive,eat
88,0,-93,-26,passive,eat
87,0,-93,-26,passive,eat
86,0,-93,-26,passive,eat
85,0,-93,-26,passive,eat
84,0,-93,-33,passive,eat
84,0,-93,-33,passive,eat
83,0,-93,-33,passive,eat
84,0,-93,-30,passive,eat
84,0,-93,-30,passive,eat
84,0,-93,-30,passive,eat
84,0,-93,-23,passive,eat
85,0,-93,-23,passive,eat
85,0,-93,-23,passive,eat
85,0,-93,-27,passive,eat
84,0,-93,-27,passive,eat
83,0,-93,-27,passive,eat
83,0,-93,-32,passive,eat
83,0,-93,-32,passive,eat
83,0,-93,-32,passive,eat
83,0,-93,-30,passive,eat
82,0,-93,-30,passive,eat
83,0,-93,-30,passive,eat
83,0,-93,-25,passive,eat
83,0,-93,-25,passive,eat
82,0,-93,-25,passive,eat
82,0,-93,-22,passive,eat
82,0,-93,-22,passive,eat
82,0,-93,-22,passive,eat
83,0,-93,-32,passive,eat
87,0,-93,-32,passive,eat
88,0,-93,-32,passive,eat
88,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
90,0,-93,-32,passive,eat
89,0,-93,-22,passive,eat
89,0,-93,-22,passive,eat
88,0,-93,-22,passive,eat
86,0,-93,-19,passive,eat
86,0,-93,-19,passive,eat
86,0,-93,-19,passive,eat
86,0,-93,-33,passive,eat
86,0,-93,-33,passive,eat
85,0,-93,-33,passive,eat
84,0,-93,-33,passive,eat
84,0,-93,-33,passive,eat
84,0,-93,-33,passive,eat
84,0,-93,-35,passive,eat
84,0,-93,-35,passive,eat
84,0,-93,-35,passive,eat
84,0,-93,-25,passive,eat
85,0,-93,-25,passive,eat
86,0,-93,-25,passive,eat
86,0,-93,-25,passive,eat
87,0,-93,-28,passive,eat
88,0,-93,-28,passive,eat
88,0,-93,-28,passive,eat
90,0,-93,-31,passive,eat
90,0,-93,-31,passive,eat
92,0,-93,-31,passive,eat
94,0,-93,-17,passive,eat
94,0,-93,-17,passive,eat
94,0,-93,-17,passive,eat
95,0,-93,-31,passive,eat
95,0,-93,-31,passive,eat
96,0,-93,-31,passive,eat
96,0,-93,-31,passive,eat
95,0,-93,-31,passive,eat
93,0,-93,-31,passive,eat
92,0,-93,-29,passive,eat
92,0,-93,-29,passive,eat
92,0,-93,-29,passive,eat
91,0,-93,-15,passive,eat
89,0,-93,-15,passive,eat
89,0,-93,-15,passive,eat
89,0,-93,-27,passive,eat
89,0,-93,-27,passive,eat
89,0,-93,-27,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
89,0,-93,-32,passive,eat
90,0,-93,-32,passive,eat
90,0,-93,-19,passive,eat
91,0,-93,-19,passive,eat
90,0,-93,-19,passive,eat
90,0,-93,-26,passive,eat
90,0,-93,-26,passive,eat
90,0,-93,-26,passive,eat
90,0,-93,-32,active,walk
91,0,-93,-32,active,walk
91,0,-93,-32,active,walk
90,0,-93,-32,active,walk
90,0,-93,-32,active,walk
90,0,-93,-32,active,walk
90,0,-93,-30,active,walk
90,0,-93,-30,active,walk
90,0,-93,-30,active,walk
92,0,-93,-21,active,walk
92,0,-93,-21,active,walk
92,0,-93,-21,active,walk
93,0,-93,-29,active,walk
94,0,-93,-29,active,walk
93,0,-93,-29,active,walk
93,0,-93,-29,active,walk
93,0,-93,-30,active,walk
93,0,-93,-30,active,walk
95,0,-93,-30,active,walk
96,0,-93,-12,active,walk
96,0,-93,-12,active,walk
97,0,-93,-12,active,walk
97,0,-93,-27,active,walk
97,0,-93,-27,active,walk
97,0,-93,-27,active,walk
98,0,-93,-29,active,walk
99,0,-93,-29,active,walk
99,0,-93,-29,active,walk
99,0,-93,-27,active,walk
99,0,-93,-27,active,walk
99,0,-93,-27,active,walk
99,0,-93,-11,active,walk
99,0,-93,-11,active,walk
99,0,-93,-11,active,walk
99,0,-93,-30,active,walk
99,0,-93,-30,active,walk
98,0,-93,-30,active,walk
98,0,-93,-30,active,walk
98,0,-93,-30,active,walk
98,0,-93,-30,active,walk
99,0,-93,-28,active,walk
99,0,-93,-28,active,walk
101,0,-93,-28,active,walk
104,0,-93,-12,active,walk
104,0,-93,-12,active,walk
104,0,-93,-12,active,walk
104,0,-93,-30,active,walk
104,0,-93,-30,active,walk
104,0,-93,-30,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-28,active,walk
104,0,-93,-28,active,walk
104,0,-93,-28,active,walk
104,0,-93,-12,active,walk
104,0,-93,-12,active,walk
105,0,-93,-12,active,walk
106,0,-93,-27,active,walk
106,0,-93,-27,active,walk
107,0,-93,-27,active,walk
107,0,-93,-30,active,walk
108,0,-93,-30,active,walk
108,0,-93,-30,active,walk
109,0,-93,-27,active,walk
110,0,-93,-27,active,walk
111,0,-93,-27,active,walk
111,0,-93,-14,active,walk
113,0,-93,-14,active,walk
113,0,-93,-14,active,walk
114,0,-93,-14,active,walk
116,0,-93,-29,active,walk
116,0,-93,-29,active,walk
116,0,-93,-29,active,walk
109,0,-93,-29,active,walk
113,0,-93,-29,active,walk
113,0,-93,-27,active,walk
109,0,-93,-27,active,walk
109,0,-93,-27,active,walk
108,0,-93,-26,active,walk
108,0,-93,-26,active,walk
108,0,-93,-26,active,walk
108,0,-93,-30,active,walk
108,0,-93,-30,active,walk
108,0,-93,-30,active,walk
108,0,-93,-30,active,walk
109,0,-93,-30,active,walk
107,0,-93,-30,active,walk
107,0,-93,-30,active,walk
107,0,-93,-27,active,walk
107,0,-93,-27,active,walk
107,0,-93,-27,active,walk
107,0,-93,-25,active,walk
107,0,-93,-25,active,walk
107,0,-93,-25,active,walk
107,0,-93,-30,active,walk
107,0,-93,-30,active,walk
108,0,-93,-30,active,walk
108,0,-93,-26,active,walk
107,0,-93,-26,active,walk
105,0,-93,-26,active,walk
105,0,-93,-24,active,walk
105,0,-93,-24,active,walk
106,0,-93,-24,active,walk
106,0,-93,-21,active,walk
106,0,-93,-21,active,walk
106,0,-93,-21,active,walk
106,0,-93,-30,active,walk
106,0,-93,-30,active,walk
102,0,-93,-30,active,walk
99,0,-93,-29,active,walk
99,0,-93,-29,active,walk
98,0,-93,-29,active,walk
98,0,-93,-22,active,walk
97,0,-93,-22,active,walk
97,0,-93,-22,active,walk
97,0,-93,-18,active,walk
98,0,-93,-18,active,walk
103,0,-93,-18,active,walk
103,0,-93,-30,active,walk
104,0,-93,-30,active,walk
103,0,-93,-30,active,walk
103,0,-93,-29,active,walk
103,0,-93,-29,active,walk
103,0,-93,-29,active,walk
103,0,-93,-23,active,walk
104,0,-93,-23,active,walk
104,0,-93,-23,active,walk
104,0,-93,-18,active,walk
104,0,-93,-18,active,walk
104,0,-93,-18,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-23,active,walk
105,0,-93,-23,active,walk
106,0,-93,-23,active,walk
106,0,-93,-17,active,walk
107,0,-93,-17,active,walk
106,0,-93,-17,active,walk
106,0,-93,-29,active,walk
106,0,-93,-29,active,walk
106,0,-93,-29,active,walk
106,0,-93,-29,active,walk
106,0,-93,-29,active,walk
105,0,-93,-29,active,walk
105,0,-93,-30,active,walk
105,0,-93,-30,active,walk
104,0,-93,-30,active,walk
104,0,-93,-11,active,walk
104,0,-93,-11,active,walk
104,0,-93,-11,active,walk
103,0,-93,-30,active,walk
103,0,-93,-30,active,walk
103,0,-93,-30,active,walk
102,0,-93,-30,active,walk
102,0,-93,-30,active,walk
102,0,-93,-30,active,walk
102,0,-93,-22,active,walk
102,0,-93,-22,active,walk
102,0,-93,-22,active,walk
102,0,-93,-22,active,walk
102,0,-93,-22,active,walk
102,0,-93,-22,active,walk
103,0,-93,-29,active,walk
103,0,-93,-29,active,walk
104,0,-93,-29,active,walk
104,0,-93,-29,active,walk
106,0,-93,-29,active,walk
106,0,-93,-29,active,walk
109,0,-93,-20,active,walk
109,0,-93,-20,active,walk
109,0,-93,-20,active,walk
110,0,-93,-18,active,walk
112,0,-93,-18,active,walk
110,0,-93,-18,active,walk
110,0,-93,-31,active,walk
110,0,-93,-31,active,walk
110,0,-93,-31,active,walk
111,0,-93,-34,active,walk
111,0,-93,-34,active,walk
113,0,-93,-34,active,walk
113,0,-93,-23,active,walk
107,0,-93,-23,active,walk
109,0,-93,-23,active,walk
109,0,-93,-23,active,walk
108,0,-93,-25,active,walk
107,0,-93,-25,active,walk
107,0,-93,-25,active,walk
107,0,-93,-31,active,walk
106,0,-93,-31,active,walk
105,0,-93,-31,active,walk
102,0,-93,-32,active,walk
102,0,-93,-32,active,walk
101,0,-93,-32,active,walk
101,0,-93,-19,active,walk
101,0,-93,-19,active,walk
101,0,-93,-19,active,walk
101,0,-93,-25,active,walk
101,0,-93,-25,active,walk
101,0,-93,-25,active,walk
102,0,-93,-31,active,walk
102,0,-93,-31,active,walk
102,0,-93,-31,active,walk
102,0,-93,-30,active,walk
102,0,-93,-30,active,walk
102,0,-93,-30,active,walk
101,0,-93,-19,active,walk
101,0,-93,-19,active,walk
100,0,-93,-19,active,walk
99,0,-93,-28,active,walk
99,0,-93,-28,active,walk
99,0,-93,-28,active,walk
98,0,-93,-33,active,walk
98,0,-93,-33,active,walk
98,0,-93,-33,active,walk
98,0,-93,-31,active,walk
98,0,-93,-31,active,walk
98,0,-93,-31,active,walk
98,0,-93,-21,active,walk
98,0,-93,-21,active,walk
98,0,-93,-21,active,walk
98,0,-93,-34,active,walk
99,0,-93,-34,active,walk
99,0,-93,-34,active,walk
100,0,-93,-31,active,walk
101,0,-93,-31,active,walk
101,0,-93,-31,active,walk
101,0,-93,-30,active,walk
101,0,-93,-30,active,walk
101,0,-93,-30,active,walk
102,0,-93,-19,active,walk
102,0,-93,-19,active,walk
103,0,-93,-19,active,walk
103,0,-93,-26,active,walk
103,0,-93,-26,active,walk
103,0,-93,-26,active,walk
103,0,-93,-26,active,walk
103,0,-93,-33,active,walk
102,0,-93,-33,active,walk
102,0,-93,-33,active,walk
102,0,-93,-31,active,walk
102,0,-93,-31,active,walk
103,0,-93,-31,active,walk
103,0,-93,-29,active,walk
103,0,-93,-29,active,walk
103,0,-93,-29,active,walk
103,0,-93,-31,active,walk
102,0,-93,-31,active,walk
102,0,-93,-31,active,walk
102,0,-93,-30,active,walk
102,0,-93,-30,active,walk
101,0,-93,-30,active,walk
100,0,-93,-31,active,walk
100,0,-93,-31,active,walk
100,0,-93,-31,active,walk
102,0,-93,-13,active,walk
103,0,-93,-13,active,walk
103,0,-93,-13,active,walk
104,0,-93,-30,active,walk
102,0,-93,-30,active,walk
98,0,-93,-30,active,walk
98,0,-93,-35,active,walk
98,0,-93,-35,active,walk
98,0,-93,-35,active,walk
98,0,-93,-32,active,walk
98,0,-93,-32,active,walk
98,0,-93,-32,active,walk
96,0,-93,-14,active,walk
96,0,-93,-14,active,walk
94,0,-93,-14,active,walk
94,0,-93,-30,active,walk
93,0,-93,-30,active,walk
93,0,-93,-30,active,walk
93,0,-93,-30,active,walk
93,0,-93,-30,active,walk
93,0,-93,-30,active,walk
93,0,-93,-37,active,walk
95,0,-93,-37,active,walk
95,0,-93,-37,active,walk
95,0,-93,-21,active,walk
95,0,-93,-21,active,walk
96,0,-93,-21,active,walk
96,0,-93,-21,active,walk
96,0,-93,-30,active,walk
96,0,-93,-30,active,walk
96,0,-93,-30,active,walk
96,0,-93,-31,active,walk
97,0,-93,-31,active,walk
97,0,-93,-31,active,walk
96,0,-93,-31,active,walk
95,0,-93,-31,active,walk
96,0,-93,-31,active,walk
96,0,-93,-14,active,walk
98,0,-93,-14,active,walk
98,0,-93,-14,active,walk
97,0,-93,-29,active,walk
97,0,-93,-29,active,walk
97,0,-93,-29,active,walk
97,0,-93,-30,active,walk
97,0,-93,-30,active,walk
97,0,-93,-30,active,walk
97,0,-93,-30,active,walk
97,0,-93,-30,active,walk
97,0,-93,-30,active,walk
97,0,-93,-16,active,walk
97,0,-93,-16,active,walk
97,0,-93,-16,active,walk
98,0,-93,-31,active,walk
98,0,-93,-31,active,walk
98,0,-93,-31,active,walk
98,0,-93,-36,active,walk
98,0,-93,-36,active,walk
98,0,-93,-36,active,walk
96,0,-93,-38,passive,work
96,0,-93,-38,passive,work
96,0,-93,-36,passive,work
96,0,-93,-42,passive,work
96,0,-93,-42,passive,work
96,0,-93,-42,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-43,passive,work
96,0,-93,-43,passive,work
96,0,-93,-43,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-37,passive,work
96,0,-93,-39,passive,work
96,0,-93,-39,passive,work
96,0,-93,-39,passive,work
96,0,-93,-36,passive,work
96,0,-93,-36,passive,work
75,0,-93,-36,passive,work
75,0,-93,-37,passive,work
75,0,-93,-37,passive,work
75,0,-93,-37,passive,work
74,0,-93,-36,passive,work
73,0,-93,-36,passive,work
73,0,-93,-36,passive,work
73,0,-93,-37,passive,work
73,0,-93,-37,passive,work
73,0,-93,-37,passive,work
73,0,-93,-36,passive,work
73,0,-93,-36,passive,work
73,0,-93,-36,passive,work
73,0,-93,-38,passive,work
73,0,-93,-38,passive,work
73,0,-93,-38,passive,work
73,0,-93,-37,passive,work
73,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
76,0,-93,-36,passive,work
76,0,-93,-36,passive,work
78,0,-93,-36,passive,work
78,0,-93,-40,passive,work
78,0,-93,-40,passive,work
78,0,-93,-40,passive,work
77,0,-93,-45,passive,work
77,0,-93,-45,passive,work
76,0,-93,-45,passive,work
76,0,-93,-39,passive,work
76,0,-93,-39,passive,work
75,0,-93,-39,passive,work
75,0,-93,-36,passive,work
77,0,-93,-36,passive,work
77,0,-93,-36,passive,work
77,0,-93,-38,passive,work
77,0,-93,-38,passive,work
79,0,-93,-38,passive,work
79,0,-93,-36,passive,work
80,0,-93,-36,passive,work
80,0,-93,-36,passive,work
80,0,-93,-36,passive,work
77,0,-93,-36,passive,work
77,0,-93,-36,passive,work
75,0,-93,-36,passive,work
75,0,-93,-36,passive,work
74,0,-93,-36,passive,work
74,0,-93,-38,passive,work
74,0,-93,-38,passive,work
74,0,-93,-38,passive,work
73,0,-93,-39,passive,work
73,0,-93,-39,passive,work
73,0,-93,-39,passive,work
73,0,-93,-39,passive,work
74,0,-93,-36,passive,work
74,0,-93,-36,passive,work
74,0,-93,-36,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
73,0,-93,-37,passive,work
73,0,-93,-38,passive,work
73,0,-93,-38,passive,work
73,0,-93,-38,passive,work
73,0,-93,-36,passive,work
73,0,-93,-36,passive,work
73,0,-93,-36,passive,work
73,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
74,0,-93,-37,passive,work
75,0,-93,-38,passive,work
75,0,-93,-38,passive,work
76,0,-93,-38,passive,work
76,0,-93,-37,passive,work
75,0,-93,-37,passive,work
75,0,-93,-37,passive,work
76,0,-93,-36,passive,work
76,0,-93,-36,passive,work
77,0,-93,-36,passive,work
76,0,-93,-36,passive,work
76,0,-93,-36,passive,work
75,0,-93,-36,passive,work
75,0,-93,-36,passive,work
75,0,-93,-36,passive,work
75,0,-93,-36,passive,work
75,0,-93,-35,passive,work
75,0,-93,-35,passive,work
73,0,-93,-35,passive,work
73,0,-93,-35,passive,work
73,0,-93,-35,passive,work
73,0,-93,-35,passive,work
73,0,-93,-40,passive,work
72,0,-93,-40,passive,work
72,0,-93,-40,passive,work
72,0,-93,-36,passive,work
71,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
72,0,-93,-36,passive,work
71,0,-93,-36,passive,work
71,0,-93,-36,passive,work
70,0,-93,-36,passive,work
70,0,-93,-36,passive,work
72,0,-93,-36,passive,work
72,0,-93,-37,passive,work
73,0,-93,-37,passive,work
73,0,-93,-37,passive,work
73,0,-93,-36,passive,work
73,0,-93,-36,passive,work
72,0,-93,-36,passive,work
70,0,-93,-36,passive,work
69,0,-93,-36,passive,work
69,0,-93,-36,passive,work
69,0,-93,-36,passive,work
68,0,-93,-36,passive,work
67,0,-93,-36,passive,work
66,0,-93,-36,passive,work
66,0,-93,-36,passive,work
66,0,-93,-36,passive,work
66,0,-93,-35,passive,work
66,0,-93,-35,passive,work
66,0,-93,-35,passive,work
66,0,-93,-42,passive,work
66,0,-93,-42,passive,work
66,0,-93,-42,passive,work
67,0,-93,-37,passive,work
67,0,-93,-37,passive,work
68,0,-93,-37,passive,work
68,0,-93,-37,passive,work
67,0,-93,-37,passive,work
67,0,-93,-37,passive,work
66,0,-93,-36,passive,work
66,0,-93,-36,passive,work
65,0,-93,-36,passive,work
65,0,-93,-37,passive,work
66,0,-93,-37,passive,work
66,0,-93,-37,passive,work
67,0,-93,-35,passive,work
67,0,-93,-35,passive,work
67,0,-93,-35,passive,work
67,0,-93,-36,passive,work
67,0,-93,-36,passive,work
67,0,-93,-36,passive,work
67,0,-93,-36,passive,work
67,0,-93,-36,passive,work
